검토상태,전표번호,전표유형,계정과목,품목이름,금액,적요,1차판정,판정신뢰도,적용규칙ID,핵심쟁점,판정사유,법령근거,추가확인사항,근거URL,매칭문구,규칙버전
프로토타입 1차 스크리닝,18260202-4,과세매입,기업업무추진비,거래처선물,500000,거래처 대표 명절 선물세트 제공,불공제 가능,높음,R040_BUSINESS_PROMOTION,기업업무추진비·접대성 지출,기업업무추진비와 유사한 접대성 비용의 매입세액은 불공제,부가가치세법 제39조 제1항 제6호·시행령 제79조,지출 상대방·목적·참석자와 광고선전 또는 복리후생 해당 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제79조,기업업무추진비 | 거래처선물 | 거래처 대표 명절 선물세트 제공,2026-08-13
프로토타입 1차 스크리닝,18260203-1,과세매입,부재료비,용접봉,6197000,생산공정 용접작업용 용접봉 구매,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,부재료비 | 용접봉 | 생산공정 용접작업용 용접봉 구매,2026-08-13
프로토타입 1차 스크리닝,18260203-2,과세매입,원자재,알루미늄판,3480000,세금계산서 명의와 실운영자 이름이 다르나 실제 운영자가 발주협의·출고·대금정산을 직접 수행하고 알루미늄판 전량 입고 확인,추가검토,높음,R010_SUPPLIER_NAME_MISMATCH,명의와 실질 거래주체 판단,세금계산서 명의와 실제 공급자의 일치 여부는 구체적 거래 사실을 확인해야 함,부가가치세법 제39조 제1항 제2호,계약·발주·납품·대금수령 주체와 명의자의 실제 관여를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제39조,원자재 | 알루미늄판 | 세금계산서 명의와 실운영자 이름이 다르나 실제 운영자가 발주협의·출고·대금정산을 직접 수행하고 알루미늄판…,2026-08-13
프로토타입 1차 스크리닝,18260203-3,과세매입,복리후생비(관리),직원간식,6129000,사무실 전 직원 공용 간식 및 생수 구매,공제 가능,중간,R150_EMPLOYEE_WELFARE_TRAINING,종업원 복리후생·직무교육,종업원 공동 복리후생과 직무 관련 교육은 사업 관련 매입으로 공제 가능,부가가치세법 제38조 제1항,대상자가 종업원인지와 복리후생 기준을 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,복리후생비(관리) | 직원간식 | 사무실 전 직원 공용 간식 및 생수 구매,2026-08-13
프로토타입 1차 스크리닝,18260203-4,과세매입,교육훈련비,안전교육,5606000,생산팀 산업안전·설비조작 교육비,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,교육훈련비 | 안전교육 | 생산팀 산업안전·설비조작 교육비,2026-08-13
프로토타입 1차 스크리닝,18260204-1,과세매입,지급수수료,회계감사,7862000,외부감사 대응 재고실사 및 회계자문 수수료,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,지급수수료 | 회계감사 | 외부감사 대응 재고실사 및 회계자문 수수료,2026-08-13
프로토타입 1차 스크리닝,18260204-2,과세매입,기업업무추진비,거래처식사,360000,주요 거래처 임원 4명 접대 목적 저녁식사,불공제 가능,높음,R040_BUSINESS_PROMOTION,기업업무추진비·접대성 지출,기업업무추진비와 유사한 접대성 비용의 매입세액은 불공제,부가가치세법 제39조 제1항 제6호·시행령 제79조,지출 상대방·목적·참석자와 광고선전 또는 복리후생 해당 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제79조,기업업무추진비 | 거래처식사 | 주요 거래처 임원 4명 접대 목적 저녁식사,2026-08-13
프로토타입 1차 스크리닝,18260204-3,과세매입,수선비,시설수리,834000,건물 시설 수리비 - 사업장/사택 구분 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,수선비 | 시설수리 | 건물 시설 수리비 - 사업장/사택 구분 미기재,2026-08-13
프로토타입 1차 스크리닝,18260204-4,과세매입,외주가공비,도금가공,4783000,납품제품 표면 아연도금 외주가공,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,외주가공비 | 도금가공 | 납품제품 표면 아연도금 외주가공,2026-08-13
프로토타입 1차 스크리닝,18260205-1,과세매입,통신비,법인휴대폰,5818000,영업팀 법인명의 업무용 휴대전화 요금,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,통신비 | 법인휴대폰 | 영업팀 법인명의 업무용 휴대전화 요금,2026-08-13
프로토타입 1차 스크리닝,18260205-2,과세매입,소모품비(생산),안전장갑,1242000,현장 생산직 지급용 안전장갑 구매,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,소모품비(생산) | 안전장갑 | 현장 생산직 지급용 안전장갑 구매,2026-08-13
프로토타입 1차 스크리닝,18260205-3,과세매입,연구개발비,시제품재료,2002000,신형 펌프 시제품 제작용 테스트 재료비,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,연구개발비 | 시제품재료 | 신형 펌프 시제품 제작용 테스트 재료비,2026-08-13
프로토타입 1차 스크리닝,18260205-4,과세매입,원자재,고무패킹,5810000,"공급처는 가족 명의 사업자등록. 실운영자가 해당 사업체를 독립적으로 운영하고 직원급여·재고·매출대금 관리, 실제 납품내역과 세금계산서 일치",추가검토,높음,R010_SUPPLIER_NAME_MISMATCH,명의와 실질 거래주체 판단,세금계산서 명의와 실제 공급자의 일치 여부는 구체적 거래 사실을 확인해야 함,부가가치세법 제39조 제1항 제2호,계약·발주·납품·대금수령 주체와 명의자의 실제 관여를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제39조,원자재 | 고무패킹 | 공급처는 가족 명의 사업자등록. 실운영자가 해당 사업체를 독립적으로 운영하고 직원급여·재고·매출대금…,2026-08-13
프로토타입 1차 스크리닝,18260206-1,과세매입,기업업무추진비,거래처선물,2300000,거래처 대표 명절 선물세트 제공,불공제 가능,높음,R040_BUSINESS_PROMOTION,기업업무추진비·접대성 지출,기업업무추진비와 유사한 접대성 비용의 매입세액은 불공제,부가가치세법 제39조 제1항 제6호·시행령 제79조,지출 상대방·목적·참석자와 광고선전 또는 복리후생 해당 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제79조,기업업무추진비 | 거래처선물 | 거래처 대표 명절 선물세트 제공,2026-08-13
프로토타입 1차 스크리닝,18260206-2,과세매입,회의비,식대,2108000,외부 참석자 포함 회의 식대 - 참석자 명단 미첨부,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,회의비 | 식대 | 외부 참석자 포함 회의 식대 - 참석자 명단 미첨부,2026-08-13
프로토타입 1차 스크리닝,18260206-3,과세매입,부재료비,용접봉,5997000,생산공정 용접작업용 용접봉 구매,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,부재료비 | 용접봉 | 생산공정 용접작업용 용접봉 구매,2026-08-13
프로토타입 1차 스크리닝,18260206-4,과세매입,지급수수료,자문료,4122000,외부 컨설팅 수수료 - 프로젝트명 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,지급수수료 | 자문료 | 외부 컨설팅 수수료 - 프로젝트명 미기재,2026-08-13
프로토타입 1차 스크리닝,18260207-1,과세매입,소모품비,전자기기,992000,태블릿PC 구매 - 사용자 및 사용부서 미기재,추가검토,높음,R110_MISSING_PURPOSE_DETAIL,사업관련성·사용처 정보 부족,목적·사용자·사용장소가 없으면 사업을 위해 사용한 지출인지 확인할 수 없음,부가가치세법 제38조 제1항·제39조 제1항 제4호,거래 목적·사용자·사용부서·사용장소와 관련 증빙을 입력하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,소모품비 | 전자기기 | 태블릿PC 구매 - 사용자 및 사용부서 미기재,2026-08-13
프로토타입 1차 스크리닝,18260207-2,과세매입,연구개발비,시제품재료,7045000,신형 펌프 시제품 제작용 테스트 재료비,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,연구개발비 | 시제품재료 | 신형 펌프 시제품 제작용 테스트 재료비,2026-08-13
프로토타입 1차 스크리닝,18260207-3,과세매입,기업업무추진비,거래처식사,1141000,주요 거래처 임원 4명 접대 목적 저녁식사,불공제 가능,높음,R040_BUSINESS_PROMOTION,기업업무추진비·접대성 지출,기업업무추진비와 유사한 접대성 비용의 매입세액은 불공제,부가가치세법 제39조 제1항 제6호·시행령 제79조,지출 상대방·목적·참석자와 광고선전 또는 복리후생 해당 여부를 확인하세요.,https://www.law.go.kr/법령/부가가치세법시행령/제79조,기업업무추진비 | 거래처식사 | 주요 거래처 임원 4명 접대 목적 저녁식사,2026-08-13
프로토타입 1차 스크리닝,18260207-4,과세매입,운반비,화물운송,6344000,완제품 거래처 납품용 5톤 화물운송,공제 가능,중간,R140_BUSINESS_EQUIPMENT_SERVICE,업무용 비품·설비·관리용역,과세사업 운영에 직접 사용하는 비품·설비·관리용역은 공제 원칙,부가가치세법 제38조 제1항,업무사용 및 과세사업 귀속 증빙을 보관하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,운반비 | 화물운송 | 완제품 거래처 납품용 5톤 화물운송,2026-08-13
프로토타입 1차 스크리닝,18260208-1,과세매입,연구개발비,시제품재료,3193000,신형 펌프 시제품 제작용 테스트 재료비,공제 가능,높음,R130_DIRECT_MATERIAL_OR_PROCESS,과세사업용 원재료·부재료·외주가공,과세사업의 생산·납품에 직접 사용되는 재화·용역은 공제 원칙,부가가치세법 제38조 제1항,과세사업 귀속과 실제 입고·검수 자료를 확인하세요.,https://www.law.go.kr/법령/부가가치세법/제38조,연구개발비 | 시제품재료 | 신형 펌프 시제품 제작용 테스트 재료비,2026-08-13
